Data Bencana;;;;;;;;;;;;;;;
No.;Kode Identitas Bencana;ID Kabupaten;Tanggal Kejadian;Kejadian;Lokasi;Kabupaten;Provinsi;Kronologi & Dokumentasi;Penyebab;Meninggal;Hilang;Terluka;Rumah Rusak;Rumah Terendam;Fasum Rusak
78;6303 107 2023 09 018 1;6303;18/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Karang Intan  Ds. Mali-mali;BANJAR;KALIMANTAN SELATAN;Dokumentasi;belum diketahui;;;;0;;0
79;1672 107 2023 09 018 1;1672;18/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Prabumulih Utara  Kel. Anak Petai;KOTA PRABUMULIH;SUMATERA SELATAN;Dokumentasi;belum diketahui;;;;0;;0
80;6310 107 2023 09 018 1;6310;18/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Batulicin  Ds. Maju Bersama;TANAH BUMBU;KALIMANTAN SELATAN;Dokumentasi;belum diketahui;;;;0;;0
81;3512 106 2023 09 018 1;3512;18/09/23;KEKERINGAN;Kec. Arjasa  Ds. Jatisari;SITUBONDO;JAWA TIMUR;Dokumentasi;sumber mata air yang mengecil;;;;0;;0
82;1278 101 2023 09 017 1;1278;17/09/23;BANJIR;Kec. Gunung Sitoli Idanol  Ds. Siwalubanua I Ds. Treehouse I Ds. Hiliweto;KOTA GUNUNG SITOLI;SUMATERA UTARA;Dokumentasi;"Akibat curah hujan dengan intensitas tinggi dan lama mulai pukul 00.30 WIB dini hari hingga pagi pada pukul 08.00 WIB mengakibatkan meluapnya debit air Sungai Gido Sebua dan Sungai Bakaru yang berdampak pada pemukiman rumah warga dan ruas badan jalan di 3 desa yang tergenang banjir dengan variasi ketinggian 60 cm hingga 100 cm. Pada pukul 09.00 WIB 4 orang anak warga Dusun II  Desa Siwalan I; sedang berenang di sekitar aliran sungai hingga pada saat arus deras, 2 orang  anak berhasil naik ke pinggir sungai dan 1 orang diselamatkan oleh aparat TNI BABINSA namun 1 orang lagi hanyut terbawa oleh derasnya arus sungai. Kejadian banjir ini juga pernah terjadi akhir  bulan lalu tepatnya pada tanggal 30 Agustus 2023.";1;;;0;415;0
83;1703 107 2023 09 017 1;1703;17/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Ds. Bajarsari;BENGKULU UTARA;BENGKULU;Dokumentasi;Dalam penyelidikan;;;;0;;0
84;2102 107 2023 09 017 1;2102;17/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gunung Kijang  Ds. Gunung Kijang Kec. Bintan Timur  Kel. Kijang Kota  Kec. Bintan Timur Kel. Gunung Lengkuas  Kec. Gunung Kijang;BINTAN;KEPULAUAN RIAU;Dokumentasi;belum diketahui;;;;0;;0
85;3302 106 2023 09 017 1;3302;17/09/23;KEKERINGAN;Kec. Lumbir  Ds. Besuki  Kec. Ajibarang Ds. Jingkang  Kec. Somagede  Ds. Sokawera Kec. Kemranjen Ds. Kedungpring Kec. Sumpiuh Ds. Karanggedeng;BANYUMAS;JAWA TENGAH;Dokumentasi;;;;;0;;0
86;3316 101 2023 09 017 1;3316;17/09/23;BANJIR;Kec. Cepu Kel. Cepu;BLORA;JAWA TENGAH;Dokumentasi;hari minggu jam 17.30 wib sampai dengan jam 19.00wib,telah terjadi hujan lebat di wilayah kecamatan cepu dan sekitarnya serta wilayah hulu hulu sungai yang melintasi wilayah kec cepu dengan durasi lama menyebabkan banjir genangan di beberapa titik,dengan data :;;;;0;;0
87;3372 107 2023 09 017 1;3372;17/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Jebres Kel. Mojosongo;KOTA SURAKARTA;JAWA TENGAH;Dokumentasi;masih dalam penyelidikan;;;;0;;0
88;1971 107 2023 09 017 1;1971;17/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Bukit Intan;KOTA PANGKALPINANG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;belum diketahui;;;;0;;0
89;1208 101 2023 09 017 1;1208;17/09/23;BANJIR;Kec. Simpang Empat  Ds. Sei Dua Hulu;ASAHAN;SUMATERA UTARA;Dokumentasi;hujan dengan intensitas tinggi;;;;0;44;0
90;6271 107 2023 09 017 1;6271;17/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sabangau   Kel. Kalampangan;KOTA PALANGKARAYA;KALIMANTAN TENGAH;Dokumentasi;belum diketahui;;;;0;;0
91;1901 107 2023 09 017 1;1901;17/09/23;KEBAKARAN HUTAN DAN LAHAN;;BANGKA;KEPULAUAN BANGKA BELITUNG;Dokumentasi;belum diketahui;;;;0;;0
92;3201 106 2023 09 016 1;3201;16/09/23;KEKERINGAN;Kec. Cariu Ds. Cariu  Ds. Bantarkucing Kec. Parung Panjang Ds. Gorowong Kec. Leuwiliang Ds. Karekhel  Kec. Kelapanunggal  Ds. Leuwikaret Kec. Ciampe  Ds. Bojong Jengkol  Kec. Citeureup  Ds. Tarikolot Kec. PArung Ds. Waru  Kec. Tenjo Ds. Singabangsa Kec. Cigudeg Ds. Mekarjaya;BOGOR;JAWA BARAT;Dokumentasi;Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang dan warga kesulitan memenuhi kebutuhan air bersih di setiap harinya.;;;;0;;0
93;1604 107 2023 09 016 1;1604;16/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Lahat Selatan   Ds. Tanjung Tebat Ilir;LAHAT;SUMATERA SELATAN;Dokumentasi;belum diketahui;;;;0;;0
94;3208 106 2023 09 016 1;3208;16/09/23;KEKERINGAN;Kec. Karang Kancana Ds. Simpayjaya Ds. Cihanjaro Kec. Cimahi Ds. Mekarjaya Ds. Cileuya;KUNINGAN;JAWA BARAT;Dokumentasi;Dipicu oleh kemarau panjang;;;;0;;0
95;1275 101 2023 09 016 1;1275;16/09/23;BANJIR;Kec. Medan Selayang  Kel. Beringin  Kec. Medan Johor Kel. Kwala Bekala Kec. Medan Baru  Kel. Padang Bulan Kec. Medan Maemun Kel. Aur Kel. Sei Mati;KOTA MEDAN;SUMATERA UTARA;Dokumentasi;hujan dengan intensitas ringan hingga sedang yang mengakibatkan beberapa sungai meluap;;;;0;412;0
96;8206 101 2023 09 015 1;8206;15/09/23;BANJIR;Kec.  Maba  Ds. Buli Gamesan Kec.  Kota Maba Ds. Soagimala;HALMAHERA TIMUR;MALUKU UTARA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;17;0
97;2102 107 2023 09 015 1;2102;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Toapaya Ds. Toapaya Selatan  Kec. Gunung Kijang Kel. Kawal Kp. Kola  Kec. Bintan Timur Kel. Kijang Kota;BINTAN;KEPULAUAN RIAU;Dokumentasi;belum diketahui;;;;0;;0
98;3315 107 2023 09 015 1;3315;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Toroh Ds. Sindurejo;GROBOGAN;JAWA TENGAH;Dokumentasi;Memasuki puncak musim kemarau, banyak ilalang yang kering dan mudah terbakar;;;;0;;0
99;3316 107 2023 09 015 1;3316;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sambirejo Ds. Jambeyan;BLORA;JAWA TENGAH;Dokumentasi;Tutupan vegetasi yang mudah terbakar akibat adanya puncak musim kemarau.;;;;0;;0
100;3209 106 2023 09 015 1;3209;15/09/23;KEKERINGAN;Kec.  Gempol Ds. Cupang  Ds. Walahar  Kec. Sedong  Ds. Winduhaji;CIREBON;JAWA BARAT;Dokumentasi;Dipicu oleh musim kemarau panjang;;;;0;;0
101;3201 106 2023 09 015 1;3201;15/09/23;KEKERINGAN;Kec. Cariu  Ds. Bantarkucing;BOGOR;JAWA BARAT;Dokumentasi;Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang dan warga kesulitan memenuhi kebutuhan air bersih setiap harinya.;;;;0;;0
102;1101 101 2023 09 015 1;1101;15/09/23;BANJIR;Kec.  Teupah Barat Ds. Inor Ds. Angkeo Ds. Neibos Kec. Simeulue Tengah Ds. Dihit;SIMEULUE;ACEH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;122;1
103;3314 107 2023 09 015 1;3314;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sambirejo,  Ds. Jambeyan;SRAGEN;JAWA TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
104;1904 107 2023 09 015 1;1904;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pangkalan Baru  Ds. Beluluk;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;belum diketahui;;;;0;;0
105;1904 107 2023 09 015 1;1904;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Pangkalan Baru Ds. Pedindang;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
106;3518 106 2023 09 015 1;3518;15/09/23;KEKERINGAN;Kec.  Patianrowo Ds. Ngepung  Kec. Ngluyu Ds. Tempuran;NGANJUK;JAWA TIMUR;Dokumentasi;Dipicu oleh musim kemarau yang panjang;;;;0;;0
107;3211 107 2023 09 015 1;3211;15/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sumedang Selatan  Ds. Pasanggrahan Baru;SUMEDANG;JAWA BARAT;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
108;1703 106 2023 09 014 1;1703;14/09/23;KEKERINGAN;Kec. Air Napal  Ds. Talang Kering Kec. Lais Ds. Suka Langu;BENGKULU UTARA;BENGKULU;Dokumentasi;Dipicu oleh musim kemarau panjang;;;;0;;0
109;2101 107 2023 09 014 1;2101;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Tebing  Kec. Karimun Ds. Bukit Tiung;KARIMUN;KEPULAUAN RIAU;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
110;7314 105 2023 09 014 1;7314;14/09/23;PUTING BELIUNG;Kec.  Watang Pulu Ds. Mattiro Tasi  Kec. Baranti  Ds. Passeno Kel. Panreng;SIDENRENG RAPPANG;SULAWESI SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
111;1902 107 2023 09 014 1;1902;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Sijuk Ds. Sungai Padang Ds. Tanjung Tinggi Ds. Bukit Berahu Kec. Tanjung Pandan  Kec. Membalong;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
112;7302 106 2023 09 014 1;7302;14/09/23;KEKERINGAN;Kec.  Gantarang Ds. Bontonyeleng  Ds. Palambarae  Ds. Bukit harapan Kec. Ujung Loe Ds. Tammatto;BULUKUMBA;SULAWESI SELATAN;Dokumentasi;Dipicu oleh musim kemarau yang panjang;;;;0;;0
113;7313 106 2023 09 014 1;7313;14/09/23;KEKERINGAN;Kec. Tempe Kel. Mattirotappareng Kec.Tanasitolo Ds. Assoranjang Ds. Mario Ds. Palippu Ds. Pakkanna Kel. Baru Tancung Kec.Bola  Kec.Belawa Kec.Pitumpanua Kec.Sajoanging Kec,Keera Kec.Gilireng Kec. Sabbangparu Kec.Majauleng Kec. Maniangpajo Kec. Pammana  Kec.Takkalalla Kec.Penrang;WAJO;SULAWESI SELATAN;Dokumentasi;Dampak El Nino yang mengakibatkakn Hari Tanpa Hujan kategori menengah hingga panjang;;;;0;;0
114;7173 106 2023 09 014 1;7173;14/09/23;KEKERINGAN;Kec.   Tomohon Selatan Kel. Pangolombian  Kec.   Tomohon Barat Kel. Woloan Satu Utara Kel.  Woloan Dua Kel. Woloan Tiga;KOTA TOMOHON;SULAWESI UTARA;Dokumentasi;Dampak musim Kemarau yang terjadi di Kabupaten Lamongan;;;;0;;0
115;3204 106 2023 09 014 1;3204;14/09/23;KEKERINGAN;Kec.  Ciwidey Ds. Panyocokan;BANDUNG;JAWA BARAT;Dokumentasi;Dipicu oleh musim kemarau panjang;;;;0;;0
116;1275 105 2023 09 014 1;1275;14/09/23;PUTING BELIUNG;Kec. Medan Tuntungan Kel. Tanjung Selamat Kel. Kemenangan Tani Kec. Medan Johor Kel. Gedung Johor;KOTA MEDAN;SUMATERA UTARA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
117;1904 107 2023 09 014 1;1904;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Namang Ds. Kayu Besi;BANGKA TENGAH;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
118;1708 107 2023 09 014 1;1708;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Bermani Ilir Ds. Cinto Mandi Ds. Pagar Agung;KEPAHIANG;BENGKULU;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
119;3518 106 2023 09 014 1;3518;14/09/23;KEKERINGAN;Kec.  Patianrowo Ds. Ngepung;NGANJUK;JAWA TIMUR;Dokumentasi;Dipicu oleh musim kemarau yang panjang;;;;0;;0
120;3376 107 2023 09 014 1;3376;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Tegal Timur Kel. Panggung;KOTA TEGAL;JAWA TENGAH;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
121;1906 107 2023 09 014 1;1906;14/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Manggar  Ds. Lalang Ds. Padang Ds. Mempaya Kec. Gantung Ds. Selinsing;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
122;1212 105 2023 09 013 1;1212;13/09/23;PUTING BELIUNG;Kec. Hamparan perak Ds. Tandam hilir II;DELI SERDANG;SUMATERA UTARA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
123;3208 107 2023 09 013 1;3208;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Cilimus Ds. Setianegara;KUNINGAN;JAWA BARAT;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
124;8202 101 2023 09 013 1;8202;13/09/23;BANJIR;Kec. Weda Kec. Weda Tengah Ds. Lelief PT Indonesia Weda Bay Industrial Park (Perusahaan Tambang);HALMAHERA TENGAH;MALUKU UTARA;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;4;0
125;7314 105 2023 09 013 1;7314;13/09/23;PUTING BELIUNG;Kec.  Watang Pulu Ds. Mattirotasi  Kec. Baranti Ds. Passeno;SIDENRENG RAPPANG;SULAWESI SELATAN;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;0;;0
126;3512 105 2023 09 013 1;3512;13/09/23;PUTING BELIUNG;Kec.  Panarukan Ds.  Sumberkolak;SITUBONDO;JAWA TIMUR;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi disertai angin kencang;;;;1;;0
127;2102 107 2023 09 013 1;2102;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Bintan Timur Ds.  Sei Lekop;BINTAN;KEPULAUAN RIAU;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
128;1173 102 2023 09 013 1;1173;13/09/23;TANAH LONGSOR;Kec. Langsa Lama   Ds.  Sidorejo;KOTA LANGSA;ACEH;Dokumentasi;Dipicu oleh intensitas curah hujan yang cukup tinggi;;;;0;;0
129;1604 107 2023 09 013 1;1604;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Lahat  Ds. 25 Kec. Pulau Pinang Ds. Muara Siban;LAHAT;SUMATERA SELATAN;Dokumentasi;masih dalam proses penyelidikan;;;;0;;0
130;1809 107 2023 09 013 1;1809;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Kedondong  Ds. Pesawara;PESAWARAN;LAMPUNG;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
131;1811 107 2023 09 013 1;1811;13/09/23;KEBAKARAN HUTAN DAN LAHAN;kec. Panca jaya Ds. Adi luhur  kec. Tanjung Raya Ds. Tanjung Harapan kec. Way serdang Ds. suka mandiri  kec. Simpang pematang tanjung Ds.Agung Batin;MESUJI;LAMPUNG;Dokumentasi;masih dalam penyelidikan;;;;0;;0
132;3210 107 2023 09 013 1;3210;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Argapura Ds. Cibunut Kec. Dawuan Ds. Dawuan Kec. Majalengka Ds. Cibodas;MAJALENGKA;JAWA BARAT;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
133;1406 107 2023 09 013 1;1406;13/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Kampar Utara Ds. Naga Beralih;KAMPAR;RIAU;Dokumentasi;Masih Dalam Penyelidikan;;;;0;;0
134;7310 105 2023 09 013 1;7310;13/09/23;PUTING BELIUNG;Kec. Mallusetasi Kel. Palanro Ds. Kupa Kel. Bojo Baru Ds. Bojo;BARRU;SULAWESI SELATAN;Dokumentasi;Dipicu angin kencang yang terjadi secara tiba-tiba pada hari Rabu, 13 September 2023, Pkl. 11:30 WITA;;;;5;;0
135;3214 107 2023 09 012 1;3214;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Bungursari Ds. Karang Mukti Ds. Bungursari Ds. Cikopo Kec. Tegalwaru Ds. Batu Tumpang Kec. Darangdan   Ds. Nagrak  Kec. Babakancikao Ds. Ciwareng Kec. Purwakarta Ds. Munjul Jaya Kec. Pondoksalam Ds. Salam Mulya;PURWAKARTA;JAWA BARAT;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
136;1610 107 2023 09 012 1;1610;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Kandis Ds. Santapan Timur Kec. Pemulutan Ds. Ibul Besar 1 Kec. Indralaya Selatan Ds. Meranjat 1 Kec. Pemulutan Barat Ds. Talang Pangeran Ulu Ds. Talang Pangeran Ilir Ds. Arisan Jaya;OGAN ILIR;SUMATERA SELATAN;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
137;3315 107 2023 09 012 1;3315;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Ngaringan Ds. Kalanglundo;GROBOGAN;JAWA TENGAH;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
138;3301 107 2023 09 012 1;3301;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Jeruklegi Ds. Titih Lor;CILACAP;JAWA TENGAH;Dokumentasi;Pada pukul 17.50 wib Saksi 1 dan Saksi 2 melihat kobaran api pada rumput ilalang yang berada di ujung landasan / Runway 31 Bandara Tunggul Wulung, selanjutnya menghubungi Pemadam Kebakaran milik Bandara Tunggul Wulung Cilacap.;;;;0;;0
139;1906 107 2023 09 012 1;1906;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gantung Ds. Batu penyu Kec. Simpang Pesak Ds. Simpang Pesak;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
140;5107 106 2023 09 012 1;5107;12/09/23;KEKERINGAN;Kec. Karangasem Ds. Seraya Timur;KARANGASEM;BALI;Dokumentasi;Dipicu oleh musim kemarau yang panjang;;;;0;;0
141;7372 105 2023 09 012 1;7372;12/09/23;PUTING BELIUNG;Kec. bacukiki Barat Kec. Bacukiki Kec. Ujung;KOTA PARE-PARE;SULAWESI SELATAN;Dokumentasi;Angin Kencang;;;;7;;0
142;7208 105 2023 09 012 1;7208;12/09/23;PUTING BELIUNG;Kec. Tinombo Ds. Tinombo;PARIGI MOUTONG;SULAWESI TENGAH;Dokumentasi;Selasa, 12 September 2023. Telah terjadi angin kencang di Kec. Tinombo..;;;;8;;0
143;3210 106 2023 09 012 1;3210;12/09/23;KEKERINGAN;Kec. Majalengka Ds. Cijati;MAJALENGKA;JAWA BARAT;Dokumentasi;Disebabkan oleh musim kemarau berkepanjangan sehingga mengakibatkan masyarakat yang berada di kel.cijati kec.majalengka mengalami kekeringan dan kekurangan air bersih.;;;;0;;0
144;3511 107 2023 09 012 1;3511;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Ijen Ds. Kalianyar;BONDOWOSO;JAWA TIMUR;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
145;2104 107 2023 09 012 1;2104;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec.  Singkep  Ds.  Batu Berdaun;LINGGA;KEPULAUAN RIAU;Dokumentasi;Dalam proses penyelidikan;;;;0;;0
146;1902 107 2023 09 012 1;1902;12/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Tanjung Pandan Ds. Dukong;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
147;3210 107 2023 09 011 1;3210;11/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Majalengka Ds. Cibodas Kec. Kadipaten Ds. Ciheuleut Kec. Panyingkiran Ds. Panyingkiran;MAJALENGKA;JAWA BARAT;Dokumentasi;Masih dilakukan investigasi/ pendalaman oleh pihak-pihak terkait;;;;0;;0
148;1902 107 2023 09 011 1;1902;11/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Membalong Ds. Bantan;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Masih dilakukan investigasi/ pendalaman oleh pihak-pihak terkait;;;;0;;0
149;1212 105 2023 09 011 1;1212;11/09/23;PUTING BELIUNG;Kec. Galang Ds. Paku Ds. Nogo Rejo;DELI SERDANG;SUMATERA UTARA;Dokumentasi;Dipicu hujan disertai angin dan petir selama kurang lebih satu jam;;;;3;;0
150;6571 102 2023 09 011 1;6571;11/09/23;TANAH LONGSOR;Kec.  Tarakan Tengah Kel. Karang Anyar Kel. Karang Anyar Pantai Kel. Pamusian Kel. Karang Harapan Kel. Gunung Lingkas;KOTA TARAKAN;KALIMANTAN UTARA;Dokumentasi;Dipicu oleh hujan dengan intensitas tinggi;;;;0;;0
151;1172 107 2023 09 011 1;1172;11/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sukajaya  Gp. Cot ba'u Jurong tanoh bujug;KOTA SABANG;ACEH;Dokumentasi;Belum diketahui;;;;0;;0
152;3310 107 2023 09 011 1;3310;11/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Bayat Ds. Paseban;KLATEN;JAWA TENGAH;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
153;5101 106 2023 09 011 1;5101;11/09/23;KEKERINGAN;Kec. Mendoyo Ds. Mendoyo Dauh;JEMBRANA;BALI;Dokumentasi;Dipicu oleh musim kemarau yang panjang;;;;0;;0
154;1809 107 2023 09 011 1;1809;11/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gedong Tataan  Ds. Sukaraja;PESAWARAN;LAMPUNG;Dokumentasi;Masih dilakukan investigasi/ pendalaman oleh pihak-pihak terkait;;;;0;;0
155;3210 107 2023 09 010 1;3210;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Majalengka Ds. Cicurug Kec. Cigasong Ds. Kutamanggu;MAJALENGKA;JAWA BARAT;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
156;1906 107 2023 09 010 1;1906;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gantung Ds. Selingsing;BELITUNG TIMUR;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
157;1902 107 2023 09 010 1;1902;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Sijuk Ds. Air Seru Kec. Tanjung Pandan Ds. Air Merbau;BELITUNG;KEPULAUAN BANGKA BELITUNG;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
158;3314 107 2023 09 010 1;3314;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Gesi Ds. Srawung;SRAGEN;JAWA TENGAH;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
159;1271 102 2023 09 010 1;1271;10/09/23;TANAH LONGSOR;Kec. Sibolga Utara Kel. Simare Mare;KOTA SIBOLGA;SUMATERA UTARA;Dokumentasi;Dipicu intensitas hujan sedang disertai angin mengguyur  pada hari Sabtu sore hingga malam;;;1;0;;0
160;3503 106 2023 09 010 1;3503;10/09/23;KEKERINGAN;Kec. Panggul Ds. Ngrencak Ds. Banjar;TRENGGALEK;JAWA TIMUR;Dokumentasi;Dikarenakan intensitas hujan yang menurun di wilayah tersebut sehingga mengakibatkan sumber mata air warga berkurang;;;;0;;0
161;3302 107 2023 09 010 1;3302;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Purwojati Ds. Kaliputih;BANYUMAS;JAWA TENGAH;Dokumentasi;Masih dalam penyelidikan;;;;0;;0
162;6210 107 2023 09 010 1;6210;10/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Jabiren Raya  Ds. Tanjung Taruna Kec. Sebangau Kuala  Kec. Maliku Ds. Gandang Barat;PULANG PISAU;KALIMANTAN TENGAH;Dokumentasi;belum diketahui;;;;0;;0
163;7206 105 2023 09 010 1;7206;10/09/23;PUTING BELIUNG;Kec. Toli - Toli Utara Ds. Binontoan;TOLI-TOLI;SULAWESI TENGAH;Dokumentasi;Pada pukul 19.30 WITA (09/09/2023) angin kencang terjadi di Desa Binontoan dan merusak beberapa rumah warga serta fasilitas umum di 3 dusun.;;;;0;;0
164;7208 108 2023 09 09 1;7208;09/09/23;GEMPA BUMI;;PARIGI MOUTONG;SULAWESI TENGAH;Dokumentasi;Parameter :  Kekuatan        : 6.3 SR Tanggal          : 09-Sep-2023 Waktu Gempa : 21:43:24 WIB Lintang          : 0.03 LU Bujur             :  119.80 BT Kedalaman     : 10 Km Pusat Gempa berada di Laut dan gempa ini tidak berpotensi TSUNAMI (BMKG);;;;1;;0
165;3213 107 2023 09 09 1;3213;09/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Subang Ds. Sukamelang;SUBANG;JAWA BARAT;Dokumentasi;masih dalam penyelidikan;;;;0;;0
166;7271 108 2023 09 09 1;7271;09/09/23;GEMPA BUMI;;KOTA PALU;SULAWESI TENGAH;Dokumentasi;Parameter :  Kekuatan        : 6.3 SR Tanggal          : 09-Sep-2023 Waktu Gempa : 21:43:24 WIB Lintang          : 0.03 LU Bujur             :  119.80 BT Kedalaman     : 10 Km Pusat Gempa berada di Laut dan gempa ini tidak berpotensi TSUNAMI (BMKG);;;;0;;0
167;7205 108 2023 09 09 1;7205;09/09/23;GEMPA BUMI;Kec. Balaesang Ds. Labean Ds. Sipure Ds. Lombonga Kec. Sirenja Ds. Balituma Ds. Pomolulu Ds. Palau Kec. Balaesang Tanjung Ds. Pomalulu;DONGGALA;SULAWESI TENGAH;Dokumentasi;Parameter :  Kekuatan        : 6.3 SR Tanggal          : 09-Sep-2023 Waktu Gempa : 21:43:24 WIB Lintang          : 0.03 LU Bujur             :  119.80 BT Kedalaman     : 10 Km Pusat Gempa berada di Laut dan gempa ini tidak berpotensi TSUNAMI (BMKG);;;;11;;0
168;3301 107 2023 09 09 1;3301;09/09/23;KEBAKARAN HUTAN DAN LAHAN;Kec. Jatiwangi Ds. Karanglowas;CILACAP;JAWA TENGAH;Dokumentasi;Petugas GITET PLN Kesugihan menginformasikan bahwa salah satu gardu PLN meledak dan percikan apinya membakar lahan perhutani merembet dengan cepat makin meluas dan menghubungi BPBD Kab. Cilacap Kemudian menuju lokasi dan melakukan pemadaman api;;;;0;;0
